,"Crop and animal production, hunting and related service activities",Forestry and logging,Fishing and aquaculture,Mining and quarrying,"Manufacture of food products, beverages and tobacco products","Manufacture of textiles, wearing apparel and leather products","Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Manufacture of paper and paper products,Printing and reproduction of recorded media,Manufacture of coke and refined petroleum products ,Manufacture of chemicals and chemical products ,Manufacture of basic pharmaceutical products and pharmaceutical preparations,Manufacture of rubber and plastic products,Manufacture of other non-metallic mineral products,Manufacture of basic metals,"Manufacture of fabricated metal products, except machinery and equipment","Manufacture of computer, electronic and optical products",Manufacture of electrical equipment,Manufacture of machinery and equipment n.e.c.,"Manufacture of motor vehicles, trailers and semi-trailers",Manufacture of other transport equipment,Manufacture of furniture; other manufacturing,Repair and installation of machinery and equipment,"Electricity, gas, steam and air conditioning supply","Water collection, treatment and supply","Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",Construction,Wholesale and retail trade and repair of motor vehicles and motorcycles,"Wholesale trade, except of motor vehicles and motorcycles","Retail trade, except of motor vehicles and motorcycles",Land transport and transport via pipelines,Water transport,Air transport,Warehousing and support activities for transportation,Postal and courier activities,Accommodation and food service activities,Publishing activities,"Motion picture, video and television programme production, sound recording and music publishing activities; programming and broadcasting activities",Telecommunications,"Computer programming, consultancy and related activities; information service activities","Financial service activities, except insurance and pension funding","Insurance, reinsurance and pension funding, except compulsory social security",Activities auxiliary to financial services and insurance activities,Real estate activities,Legal and accounting activities; activities of head offices; management consultancy activities,Architectural and engineering activities; technical testing and analysis,Scientific research and development,Advertising and market research,"Other professional, scientific and technical activities; veterinary activities",Administrative and support service activities,Public administration and defence; compulsory social security,Education,Human health and social work activities,Other service activities,Activities of households as employers; undifferentiated goods- and services-producing activities of households for own use,Activities of extraterritorial organizations and bodies
Manufacture of chemicals and chemical products ,0.07226059228050069,6.088164829144832e-05,4.442059116162552e-05,0.007468822939275098,0.017714784336930682,0.06240296307577332,0.004971546269449384,0.0088914389098674,0.006858180899018206,0.013691649217849385,0.3237859402013059,0.03847481902109968,0.10757641730950775,0.013810569125449893,0.013192520899525662,0.004996770532062301,0.0019316731325891838,0.010424896879340225,0.0028699880147833624,0.009704419801023437,0.001905906449534943,0.02041129359832762,0.0,0.0028924351921438525,0.0007620361846490956,0.0,0.025894423217442786,4.124876099504684e-05,0.00032047663462593176,0.0005233158758418064,0.01611931817094063,0.0013193034028678363,0.0008687822679246085,0.0005243263544959948,0.0,0.001462712857079296,0.0,0.0,6.141191783875862e-05,5.23222247585638e-05,0.0001069717356278095,7.916102425792258e-05,0.0,3.4343085055752934e-05,2.6028155925963905e-05,0.0005897347428945944,0.0,0.0,0.0,2.0188117766329466e-06,0.0,0.0020679034019357757,0.04837558069616266,0.0011058968371680418,0.0,0.0
Manufacture of basic pharmaceutical products and pharmaceutical preparations,0.007450418226678204,4.645424773100527e-06,3.842156388077109e-06,0.0007224121644931938,0.007678560947176143,0.015080320319261436,0.0030223059075767714,0.00229800486918304,0.001132911161805009,0.0013771756965768917,0.046204252491775406,0.0739127867490376,0.010235770328970627,0.0015821480651991109,0.0018171934249221252,0.0005006731566528106,0.0001949920486585669,0.0012221490934835036,0.0003576983253927655,0.000972490272657127,0.0002003631508168269,0.004724270590677891,0.0,0.00032841258137910706,9.911437494992442e-05,0.0,0.00330084370884137,4.9824565206507525e-06,3.8710517505621845e-05,6.321156182112771e-05,0.0009088789553618217,0.00013672367642166458,0.0006928845649403014,4.0163558616833564e-05,0.0,0.004718593387215164,0.0,0.0,5.845491076070471e-06,8.590289406311962e-06,1.119667075110047e-05,7.525525932814509e-06,0.0,3.7031166306842935e-06,2.3380541861538323e-06,7.353937499603028e-05,0.0,0.0,0.0,1.356893885563726e-07,0.0,0.0002059734178877981,0.0047003670402970925,0.0002817026768104774,0.0,0.0
Manufacture of rubber and plastic products,0.007257892908875491,0.00039950485727205956,4.6678458035248635e-05,0.003419973927445212,0.02089697842601688,0.036445436399764046,0.004621743737353039,0.00442645340631492,0.005252533224795181,0.0017462443011988069,0.044686471027566975,0.01386065213425651,0.15846412688280376,0.03230104674138488,0.004150839480762889,0.01122406095575606,0.0036266825367645954,0.012440530366266583,0.009404027093708418,0.03289817543443062,0.003924018880514022,0.038622879728765346,0.0,0.0007632724569048405,0.00011379794424261138,0.0,0.007916391810630297,0.00019496003869649278,0.0015147154883181435,0.0024734241927665142,0.1320264221747007,0.0005426711916993245,0.0030256596385832947,0.0021050862865049087,0.0,0.001001287126476175,0.0,0.0,0.0005132953048980241,6.914433165442227e-05,0.0006088032402675208,0.0005576001122931975,0.0,3.9219634452117394e-05,1.2592595185469109e-05,0.00024407356839621736,0.0,0.0,0.0,1.1195878810543446e-06,0.0,0.000303567707156577,0.004423716263875593,0.0003371535756743633,0.0,0.0
Manufacture of other non-metallic mineral products,0.001158208698033853,1.2651159194857137e-05,3.423555929883377e-05,0.0018396854627907632,0.0048536512339563105,0.0016530705204151422,0.00037004662988112687,0.0006422851380069289,0.0005151798173655994,0.0007955523717460955,0.005364969048774453,0.0011328638511809504,0.0018301029761316956,0.07876700087435635,0.003910553874117536,0.002080585981246353,0.005077414259398614,0.005343122993615651,0.0025317540367012187,0.003719324762472744,0.003143331836261011,0.006019021042879579,0.0,0.0007665442808720662,2.121968753393079e-05,0.0,0.71151156786171,2.4707652173872916e-05,0.00019196274102811515,0.00031346169731458467,0.00765147925222298,0.00017108789172722716,6.290840393063182e-05,3.9177205426817925e-05,0.0,0.0009586204489607346,0.0,0.0,3.3927096431764804e-05,0.00012765010397169864,7.459138861404458e-05,6.593009459885109e-05,0.0,3.499378339493244e-05,3.216256978296027e-05,0.00044600386908769877,0.0,0.0,0.0,1.0731774601003367e-06,0.0,6.703924465810479e-05,0.0006719705391297404,0.00049730135668168,0.0,0.0
Manufacture of basic metals,0.0004255756149728499,1.8905720906311575e-05,1.7893250641217724e-05,0.0013355578178615931,0.0007806682249136949,0.0012807019601707137,0.000638498551569215,0.00037347031573846986,0.0003528978931990609,0.0001699230172904259,0.0026032351078377316,0.00019513005955158682,0.0015144912873354404,0.00289326152309816,0.20243382150189415,0.12529519096369585,0.007243826368506053,0.04751690345331718,0.07477831158761716,0.07467800347563598,0.015055897243500468,0.014429113012593284,0.0,0.001591965369052912,7.866483225552687e-05,0.0,0.1813390322101515,0.00039206104647799054,0.0030460649455218737,0.004974010488387994,0.005229351513259507,6.327439176657165e-05,2.4313470978110315e-05,4.0876801670851576e-05,0.0,0.00026317950277184195,0.0,0.0,8.250067019416336e-05,8.641415640310962e-05,0.00025355645070459425,0.0002930717867796744,0.0,3.877777053768266e-05,2.812393060865284e-05,0.0003146671748960399,0.0,0.0,0.0,2.8788661026560212e-06,0.0,3.178309846696337e-05,0.00016868877679835677,0.00021981768763457694,0.0,0.0
"Manufacture of fabricated metal products, except machinery and equipment",0.0012576809631641484,9.271413157489683e-05,2.492326783425047e-05,0.006135492790404834,0.002862428614964593,0.005548891024516627,0.001787109190398103,0.0007712619054901905,0.0011276650167619292,0.00016517123998878309,0.0023500894618130553,0.000639541640277761,0.004482276239017817,0.004642793519173947,0.07184476795045618,0.05069648635982211,0.012333001226788624,0.03628039618521334,0.05656868342860895,0.09918854303620048,0.011652775716937252,0.03851862707471527,0.0,0.003942100679859638,0.00017352914227168037,0.0,0.2140477701723498,0.0014392167750596357,0.011181798872629078,0.018259093573623878,0.02153327910099177,0.0001559358907383085,0.00019879788356965138,0.00014886739174782218,0.0,0.00173657093781625,0.0,0.0,0.0012762985287428994,0.0004473608901954294,0.0011584852811169126,0.0011343239600002711,0.0,7.977909112854953e-05,8.319845203690622e-05,0.002038623513148477,0.0,0.0,0.0,1.0507144603939148e-05,0.0,0.00023202618757924638,0.0009738283148188812,0.002035988451381927,0.0,0.0
"Manufacture of computer, electronic and optical products",0.0021555276464327176,5.347541943549447e-05,4.509198017126469e-06,0.0016049654748065657,0.0033563655317798333,0.004605931547436124,0.00037449710387570616,0.00020266450264740433,0.0043007844750846055,0.0001719612560627691,0.0014098800887622864,0.0005457997253945899,0.000963395122382712,0.0007401339949485396,0.0027889150326331938,0.009493113627598615,0.17403904403022258,0.03644074635875531,0.021216186899982555,0.026301564865368655,0.01252303843236389,0.0513403902054007,0.0,0.0063550654430184934,0.0003409126601778453,0.0,0.010678527783019566,3.967805203719908e-05,0.0003082732246062861,0.0005033885640604484,0.008874097360800642,0.0004478896676605424,0.00025556187103830004,0.0023740347103276237,0.0,0.009817357058470597,0.0,0.0,0.05461019716691657,0.01485768825047072,0.013443550563724625,0.0029132548467726755,0.0,0.0005043013913877431,0.000737795969048485,0.03764905956382614,0.0,0.0,0.0,0.0004151068675201983,0.0,0.00019890429662629207,0.011986686158354536,0.02153896049819275,0.0,0.0
Manufacture of electrical equipment,0.0012705143780216341,8.455664103537136e-05,7.211479091930515e-06,0.0010273321200292749,0.0020508611388721665,0.0031637457463881916,0.0006178308772549712,0.0002746338293797623,0.00035026052017978013,0.00015050734576666782,0.003199454643745629,0.0026381187140976812,0.0025108517999405514,0.0016575155608729904,0.009234605296568615,0.021366388429534703,0.06703909360963808,0.08460090508797732,0.03709848325895472,0.08557389838450247,0.013430475879377901,0.029380436473847964,0.0,0.03690166099746731,0.00010769499218911589,0.0,0.06170565523257654,8.335610505758014e-05,0.0006476239140056833,0.001057524445864163,0.03022874562818428,0.00030284308505425917,0.00022270884696830675,0.00020910909956736484,0.0,0.0031028515782912155,0.0,0.0,0.0036965754381858363,0.0006852502779206378,0.0009688873420490521,0.0004341917106636024,0.0,4.412296717307778e-05,6.58134633421515e-05,0.002112428811964137,0.0,0.0,0.0,4.9549810085876264e-05,0.0,0.000108195675976427,0.0008741049091798584,0.0015451717412760762,0.0,0.0
Manufacture of machinery and equipment n.e.c.,0.005555394731640004,0.00020723209629938482,3.568642110805882e-06,0.015343422432952362,0.005848625724046594,0.017325082652677775,0.0009251836965770819,0.0008412751586184893,0.0004767458851463044,0.0005694722724486592,0.00663869689184865,0.0016972101846190783,0.0017650341411636129,0.0018664489938255585,0.006831033423938711,0.023681228311836607,0.008815044060454177,0.018698556610298733,0.1301667740833979,0.12128009195729954,0.00849267956492155,0.01575933686174263,0.0,0.009061168306756363,0.0003178294355806798,0.0,0.019581237331651867,0.00013692914526775384,0.0010638523592452081,0.0017371963140361895,0.036667202613257684,0.00013746836978255103,3.187232516328471e-05,0.0003082864433286704,0.0,0.005399206325247542,0.0,0.0,0.000576684831645572,7.458376546558652e-05,0.0006934626701431043,0.00037780305861049007,0.0,1.12071819376043e-05,8.826983797834215e-06,0.0002440248344610872,0.0,0.0,0.0,4.165190410166038e-06,0.0,0.00015853211842249432,0.00043212849401270113,0.00022069933113583022,0.0,0.0
"Manufacture of motor vehicles, trailers and semi-trailers",0.00390758512029325,0.00032504012766912974,4.13589706172656e-05,0.0033046390916247072,0.007272260290205268,0.005551317628568651,0.0008051340858063118,0.0004274031564227537,0.00030044495575624387,0.00035408333582358367,0.0026354881147862175,0.0006477780750252396,0.005156320740628745,0.0019842705764156875,0.008024135934705995,0.005275713334918015,0.002035610534138694,0.004357620657172897,0.01214230738489641,0.16084124772529526,0.004121581311336881,0.004531358549197344,0.0,0.004572579666604866,7.953802850873474e-05,0.0,0.01764758302075451,0.00010531831291910103,0.000818256297424337,0.0013361551683794143,0.057664941399961,0.0002254564681613574,0.00016830319467609753,0.0008748903692452,0.0,0.002090814022938913,0.0,0.0,0.0005067919107267231,0.0012407791167943995,0.002151394464513713,0.0029210126834926646,0.0,3.9556514336843385e-05,2.213183272698552e-05,0.0025515806664811484,0.0,0.0,0.0,7.254211889026546e-05,0.0,0.00038955470440728436,0.0006698741749758807,0.00028955650093098674,0.0,0.0
Manufacture of other transport equipment,0.003079333971234841,0.0002833842551009473,0.0018964823945137872,0.003070847004111029,0.004704396225137214,0.005452409414576764,0.0008625506783164178,0.0004714934055014715,0.0005512372647396784,0.0002301177062855562,0.003103059245396362,0.0013981064194281486,0.014908978243353369,0.0037592822875936343,0.010971665410859486,0.010508579903978884,0.006710206741445615,0.010294947701363756,0.022812213827875738,0.03727229996024005,0.14762180349783613,0.013766776263837157,0.0,0.0035111755794902384,0.00010384541460334847,0.0,0.025522362034415276,0.00016398762908619927,0.00127407956654342,0.0020804826047991646,0.11558291863000072,0.008512064980304714,0.0013456207909468849,0.0005055664883066293,0.0,0.0015632501862938523,0.0,0.0,0.0010061517751959606,0.0047630232882798175,0.0007800390901848837,0.001748169081978521,0.0,0.0005251859732769462,0.0010462288947993617,0.010386691629862948,0.0,0.0,0.0,8.846854344878572e-05,0.0,0.00019004041117655249,0.0007720994668747007,0.008341472416527008,0.0,0.0
Manufacture of furniture; other manufacturing,0.003834794513107408,0.000312822753628637,1.3937158602352885e-05,0.0019230716618348208,0.004546549761806459,0.012149394988189498,0.0021480162634576307,0.0007731916261756228,0.0018472059462636143,0.0006088103299225647,0.01322545413707274,0.0018593430421117243,0.005612757313543521,0.002277325087725559,0.003994986501464086,0.005277183494965404,0.006405851282254097,0.007000749823896586,0.010121073080627303,0.018876531038737612,0.0018872259175840304,0.26372760717262606,0.0,0.006490239586658848,0.00023466434718948787,0.0,0.027864174421506373,0.0005509526718464494,0.004280551804569617,0.006989840978060076,0.022707077826979415,0.00035613851943297725,0.0019356417063495104,0.0002571559867413884,0.0,0.008933693669751311,0.0,0.0,0.0017838964584542723,0.002270387835071914,0.0026645037439034865,0.0015688563284440176,0.0,0.0003426874789448331,7.607644504387504e-05,0.008501480055093649,0.0,0.0,0.0,1.291495361737963e-05,0.0,0.0025791086832948275,0.007405045855288905,0.018584283876490335,0.0,0.0
Repair and installation of machinery and equipment,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Electricity, gas, steam and air conditioning supply",0.04955128014019335,9.140205802722473e-05,0.0,0.013879075763306891,0.05310884408195221,0.053494956470017924,0.002416362764790242,0.008120144113221053,0.0028557402452502705,0.010658392416464506,0.051876436618677225,0.004054795007614579,0.014966173321102018,0.02712874668092003,0.06112415658045572,0.006321469384228417,0.008790151918222985,0.01399643245173198,0.009045743454316219,0.028717168724817412,0.00306709035196803,0.01749074291838379,0.0,0.15583412052541784,0.00203806762993441,0.0,0.05032371589185231,0.0017154001514454358,0.01332756803042447,0.021762984161859483,0.05533657546486942,0.0003473988720821456,0.0004689375404646698,0.006749258452989419,0.0,0.014727119464791282,0.0,0.0,0.004282728342715986,0.018201557519896848,0.016388345697376912,0.006340931654447212,0.0,7.939821921258834e-05,0.0024893487739185913,0.007383941542331711,0.0,0.0,0.0,0.0006171252003510999,0.0,0.000960435353481934,0.0014559133244794909,0.0033519039655967903,0.0,0.0
"Water collection, treatment and supply",0.0032601450201577595,6.0373253427953725e-05,0.0,0.003299850572524543,0.0029361734288398168,0.002091326102477778,0.0,1.605672011924286e-05,0.0,3.475881686934848e-05,0.005168076207117612,8.278860062063136e-05,3.3701817435019897e-06,0.0004152581171822871,2.4896972088193486e-06,3.737602824441297e-06,0.0,0.0,0.0,0.010186043757332952,0.0,0.0,0.0,0.009041589302529117,0.08802395567395961,0.0,0.09204515769632762,3.032813849516037e-06,2.356303447273201e-05,3.8476783225925396e-05,0.006819444907316495,0.0038534351548072734,0.00042979278193309013,9.112569941720997e-05,0.0,0.006936829716815308,0.0,0.0,0.00019836183834223172,0.024326081394505435,0.005475959617084813,0.0005822630847849746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00043294237485695485,0.0004526637603846389,1.8128402448921536e-05,0.0,0.0
"Sewerage; waste collection, treatment and disposal activities; materials recovery; remediation activities and other waste management services ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
